FFMC,BUI,WSV,WindDir,FWIBin,Season,Ecoregion
86.76,16.01,38.88,123.00,2,Spring,All
85.48,12.16,30.24,90.00,1,Spring,All
83.40,20.93,28.08,110.00,1,Spring,All
83.72,25.38,26.64,130.00,1,Spring,All
83.83,26.96,36.72,120.00,1,Spring,All
83.88,28.38,25.20,103.00,1,Spring,All
83.93,29.76,21.60,32.00,1,Spring,All
81.75,31.70,37.08,130.00,1,Spring,All
83.43,35.04,34.20,140.00,1,Spring,All
85.46,37.17,21.24,270.00,1,Spring,All
84.98,40.57,16.20,135.00,1,Summer,All
85.03,42.47,18.36,40.00,1,Summer,All
85.58,44.72,15.12,123.00,1,Summer,All
85.63,46.59,18.00,20.00,1,Summer,All
82.56,30.78,27.36,120.00,1,Summer,All
83.49,32.87,28.80,63.00,1,Summer,All
84.35,39.58,24.12,120.00,1,Summer,All
86.19,42.70,25.92,40.00,1,Summer,All
85.70,44.83,18.00,45.00,1,Summer,All
85.77,47.54,12.96,295.00,1,Summer,All
85.90,50.24,19.44,90.00,1,Summer,All
85.94,52.31,13.68,40.00,1,Summer,All
85.76,54.61,28.80,235.00,2,Summer,All
85.81,56.94,15.48,295.00,1,Summer,All
82.85,35.82,21.96,0.00,1,Summer,All
84.98,40.76,27.00,130.00,1,Summer,All
85.03,43.38,16.92,10.00,1,Summer,All
85.08,46.10,27.36,30.00,1,Summer,All
84.26,47.87,19.80,10.00,1,Summer,All
82.23,50.30,20.52,320.00,1,Summer,All
82.77,52.17,21.96,90.00,1,Summer,All
82.63,55.30,20.16,340.00,1,Summer,All
82.30,56.70,20.52,280.00,1,Summer,All
82.45,58.61,23.04,140.00,1,Summer,All
85.64,61.99,20.52,60.00,1,Summer,All
87.51,66.10,20.16,50.00,2,Summer,All
87.56,69.36,18.00,103.00,2,Summer,All
87.61,72.97,22.68,215.00,3,Summer,All
87.66,76.45,13.32,150.00,1,Summer,All
86.24,79.01,16.56,85.00,1,Summer,All
86.29,81.92,19.08,280.00,2,Summer,All
84.06,83.57,21.60,53.00,1,Summer,All
81.15,84.72,18.36,40.00,1,Summer,All
82.62,86.78,15.12,318.00,1,Summer,All
83.22,88.88,11.52,250.00,1,Summer,All
83.38,90.95,23.40,230.00,1,Summer,All
79.32,91.83,21.24,40.00,1,Summer,All
82.47,93.77,18.36,130.00,1,Summer,All
84.04,98.50,18.36,237.00,1,Summer,All
85.70,101.40,15.12,0.00,1,Summer,All
83.90,103.04,15.48,162.00,1,Summer,All
83.99,105.28,15.48,100.00,1,Summer,All
85.70,108.11,23.04,145.00,3,Summer,All
85.91,110.86,16.20,30.00,2,Summer,All
85.96,113.65,29.52,12.00,4,Summer,All
86.01,116.35,18.00,333.00,2,Summer,All
86.38,119.18,17.64,110.00,2,Summer,All
86.43,121.68,23.40,0.00,4,Summer,All
86.48,124.11,12.24,20.00,2,Summer,All
86.23,126.30,14.04,130.00,2,Summer,All
86.28,128.81,20.88,110.00,3,Summer,All
